Time (milliseconds),Altitude (meters),Flight Stage (0-4),Filtered Altitude,Second Derivative
44171,45.64,2,44.65,0
44218,46,2,45.12,0
44265,46,2,45.41,0
44312,46.4,2,45.75,0
44359,46.29,2,46.07,0
44406,47.31,2,46.4,0
44455,47.31,2,46.66,0
44502,46.66,2,46.79,0
44549,47.13,2,46.94,0
44596,47.13,2,47.11,0
44644,47.09,2,47.06,0
44691,47.31,2,47.06,0
44738,47.31,2,47.19,0
44784,47.67,2,47.3,0
44831,48.07,2,47.49,0
44878,48.07,2,47.69,0
44925,48.32,2,47.89,0
44972,49.12,2,48.25,0
45019,49.12,2,48.54,0
45066,48.94,2,48.71,0
45113,49.3,2,48.96,0
45163,49.3,2,49.16,0
45210,49.81,2,49.29,0
45257,49.84,2,49.44,0
45304,49.84,2,49.62,0
45351,49.95,2,49.75,0
45397,50.13,4,49.91,0
45444,50.13,4,49.98,0
45498,50.45,4,50.1,0
45545,50.53,4,50.24,0
45591,50.93,4,50.43,0
45638,50.93,4,50.59,0
45685,51.8,4,50.93,0
45732,52.49,4,51.33,0
45779,52.49,4,51.72,0
45825,52.99,4,52.14,0
45872,53.14,4,52.58,0
45923,53.14,4,52.85,0
45969,54.01,4,53.15,0
46016,54.63,4,53.58,0
46063,54.63,4,53.91,0
46110,54.04,4,54.09,0
46156,55.14,4,54.49,0
46203,55.14,4,54.71,0
46250,55.61,4,54.91,0
46296,55.32,4,55.05,0
46343,55.32,4,55.31,0
46390,55.43,4,55.36,0
46437,54.6,4,55.25,0
46484,54.6,4,55.05,0
46531,55.8,4,55.15,0
46577,55.91,4,55.26,0
46637,56.2,4,55.42,0
46685,56.2,4,55.74,0
46735,56.64,4,56.15,0
46784,56.6,4,56.31,0
46833,56.6,4,56.45,0
46888,56.83,4,56.57,0
46936,56.57,4,56.65,0
46985,56.68,4,56.66,0
47035,56.68,4,56.67,0
47084,57.48,4,56.85,0
47133,57.41,4,56.96,0
47181,57.41,4,57.13,0
47230,58.24,4,57.45,0
47279,58.1,4,57.73,0
47328,58.17,4,57.87,0
47381,58.17,4,58.02,0
47429,58.03,4,58.14,0
47478,58.87,4,58.27,0
47527,58.87,4,58.42,0
47576,59.01,4,58.59,0
47625,58.87,4,58.73,0
47675,59.15,4,58.95,0
47724,59.15,4,59.01,0
47773,59.33,4,59.1,0
47822,59.58,4,59.22,0
47871,59.58,4,59.36,0
47920,60.71,4,59.67,0
47969,61.15,4,60.07,0
48019,61.8,4,60.57,0
48068,61.8,4,61.01,0
48117,61.33,4,61.36,0
48164,61.91,4,61.6,0
48213,61.91,4,61.75,0
48262,61.94,4,61.78,0
48311,61.29,4,61.68,0
48365,61.36,4,61.68,0
48415,61.36,4,61.57,0
48464,61.11,4,61.41,0
48513,61.14,4,61.25,0
48562,61.14,4,61.22,0
48612,61.58,4,61.27,0
48661,61.66,4,61.33,0
48710,61.76,4,61.46,0
48759,61.8,4,61.59,0
48808,62.02,4,61.76,0
48857,62.71,4,61.99,0
48910,62.71,4,62.2,0
48959,62.27,4,62.3,0
49008,62.46,4,62.43,0
49057,62.46,4,62.52,0
49106,62.57,4,62.49,0
49155,62.24,4,62.4,0
49203,62.68,4,62.48,0
49253,62.68,4,62.52,0
49302,63.08,4,62.65,0
49351,63.81,4,62.9,0
49400,63.81,4,63.21,0
49449,64.28,4,63.53,0
49498,65.08,4,64.01,0
49547,64.82,4,64.36,0
49597,64.82,4,64.56,0
49649,65.99,4,65,0
49697,65.29,4,65.2,0
49746,65.29,4,65.24,0
49795,65.25,4,65.33,0
49849,66.78,4,65.72,0
49900,66.38,4,65.8,0
49949,66.38,4,66.02,0
49998,67.22,4,66.41,0
50047,66.64,4,66.68,0
50096,66.64,4,66.65,0
50145,66.93,4,66.76,0
50194,67.18,4,66.92,0
50243,67.94,4,67.07,0
50292,67.94,4,67.33,0
50341,67.83,4,67.57,0
50393,67.58,4,67.7,0
50442,67.58,4,67.78,0
50492,67.94,4,67.77,0
50541,67.83,4,67.75,0
50590,68.27,4,67.84,0
50639,68.27,4,67.98,0
50688,69.1,4,68.28,0
50737,69.03,4,68.5,0
50787,69.03,4,68.74,0
50835,68.99,4,68.89,0
50884,69.61,4,69.15,0
50933,69.61,4,69.26,0
50982,69.61,4,69.37,0
51031,69.51,4,69.47,0
51080,69.55,4,69.58,0
51130,69.55,4,69.57,0
51182,70.34,4,69.71,0
51231,70.45,4,69.88,0
51280,70.34,4,70.05,0
51333,70.42,4,70.22,0
51383,70.31,4,70.37,0
51433,71.76,4,70.66,0
51482,71.76,4,70.92,0
51531,71.25,4,71.1,0
51580,71.54,4,71.33,0
51629,72.12,4,71.69,0
51678,72.12,4,71.76,0
51728,72.45,4,71.9,0
51777,72.52,4,72.15,0
51826,72.52,4,72.35,0
51875,73.47,4,72.62,0
51926,73.91,4,72.98,0
51975,73,4,73.08,0
52025,73,4,73.18,0
52074,73.32,4,73.34,0
52123,73.58,4,73.36,0
52171,73.58,4,73.29,0
52220,73,4,73.29,0
52269,73.73,4,73.44,0
52318,73.73,4,73.52,0
52368,74.01,4,73.61,0
52417,73.68,4,73.63,0
52465,74.12,4,73.85,0
52514,74.12,4,73.93,0
52563,74.41,4,74.07,0
52612,75.07,4,74.28,0
52663,75.07,4,74.56,0
52713,74.63,4,74.66,0
52762,75.43,4,74.92,0
52811,75.28,4,75.1,0
52865,75.28,4,75.14,0
52914,75.25,4,75.18,0
52964,75.07,4,75.27,0
53013,75.07,4,75.19,0
53062,75.58,4,75.25,0
53111,75.25,4,75.25,0
53159,76.52,4,75.5,0
53208,76.52,4,75.79,0
53257,76.49,4,76.07,0
53307,76.89,4,76.34,0
53356,76.89,4,76.66,0
53407,77.62,4,76.88,0
53456,76.92,4,76.96,0
53505,78.38,4,77.34,0
53554,78.38,4,77.64,0
53604,79.32,4,78.12,0
53653,78.7,4,78.34,0
53702,78.7,4,78.7,0
53751,79.25,4,78.87,0
53800,78.59,4,78.91,0
53849,78.59,4,78.77,0
53898,79.62,4,78.95,0
53948,79.18,4,79.05,0
53997,80.2,4,79.24,0
54046,80.2,4,79.56,0
54095,80.05,4,79.85,0
54143,79.83,4,79.89,0
54195,79.83,4,80.02,0
54245,79.83,4,79.95,0
54294,80.23,4,79.95,0
54349,79.72,4,79.89,0
54398,79.72,4,79.86,0
54447,79.97,4,79.89,0
54496,80.37,4,80,0
54546,81.17,4,80.19,0
54595,81.17,4,80.48,0
54644,81.21,4,80.78,0
54693,82.01,4,81.19,0
54741,82.01,4,81.52,0
54790,81.8,4,81.64,0
54839,82.57,4,81.92,0
54889,82.57,4,82.19,0
54941,82.38,4,82.26,0
54990,82.78,4,82.42,0
55039,82.2,4,82.5,0
55088,82.2,4,82.42,0
55137,82.85,4,82.48,0
55187,83.51,4,82.71,0
55236,83.51,4,82.85,0
55285,83.62,4,83.14,0
55334,84.35,4,83.57,0
55382,83.91,4,83.78,0
55431,83.91,4,83.86,0
55481,84.89,4,84.13,0
55530,85.8,4,84.57,0
55579,85.8,4,84.86,0
55628,85.84,4,85.25,0
55680,85.15,4,85.5,0
55729,86.2,4,85.76,0
55779,86.2,4,85.84,0
55833,86.2,4,85.92,0
55882,86.06,4,85.96,0
55931,86.06,4,86.14,0
55980,86.31,4,86.16,0
56029,86.64,4,86.25,0
56079,86.27,4,86.27,0
56128,86.27,4,86.31,0
56177,85.94,4,86.28,0
56226,86.92,4,86.41,0
56275,86.92,4,86.46,0
56324,86.33,4,86.47,0
56373,86.81,4,86.58,0
56423,86.92,4,86.78,0
56474,86.92,4,86.78,0
56523,87.25,4,86.84,0
56572,87.65,4,87.11,0
56621,87.65,4,87.27,0
56670,87.64,4,87.42,0
56720,87.86,4,87.61,0
56769,87.68,4,87.7,0
56818,87.68,4,87.7,0
56867,88.81,4,87.93,0
56916,89.36,4,88.28,0
56965,89.36,4,88.57,0
57014,89.13,4,88.86,0
57064,89.75,4,89.28,0
57113,89.75,4,89.47,0
57162,89.82,4,89.56,0
57214,90.69,4,89.83,0
57263,89.49,4,89.9,0
57318,89.49,4,89.85,0
57367,90.5,4,90,0
57416,91.41,4,90.32,0
57465,91.48,4,90.47,0
57514,91.48,4,90.87,0
57563,91.41,4,91.26,0
57612,91.52,4,91.46,0
57662,91.52,4,91.48,0
57711,91.88,4,91.56,0
57760,91.66,4,91.6,0
57809,92.65,4,91.84,0
57858,92.65,4,92.07,0
57907,92.79,4,92.32,0
57959,92.31,4,92.41,0
58008,92.31,4,92.54,0
58057,93.11,4,92.64,0
58106,92.75,4,92.66,0
58155,92.75,4,92.65,0
58203,93.55,4,92.9,0
58252,93.62,4,93.16,0
58302,93.69,4,93.27,0
58351,93.69,4,93.46,0
58400,94.43,4,93.8,0
58449,94.35,4,93.96,0
58497,94.35,4,94.1,0
58546,94.46,4,94.26,0
58596,94.9,4,94.5,0
58645,94.39,4,94.49,0
58694,94.39,4,94.5,0
58741,95.37,4,94.7,0
58794,94.93,4,94.79,0
58844,94.93,4,94.8,0
58894,95.51,4,95.03,0
58943,95.95,4,95.34,0
58991,97.11,4,95.69,0
59040,97.11,4,96.12,0
59089,97.15,4,96.57,0
59138,97.4,4,96.95,0
59187,97.4,4,97.24,0
59237,97.04,4,97.22,0
59285,97.54,4,97.31,0
59334,97.54,4,97.39,0
59383,97.69,4,97.44,0
59432,98.75,4,97.71,0
59484,98.64,4,98.03,0
59532,98.64,4,98.25,0
59582,98.86,4,98.51,0
59631,99.4,4,98.86,0
59680,99.4,4,98.99,0
59729,99.04,4,99.07,0
59778,99.26,4,99.19,0
59827,99.11,4,99.24,0
59877,99.11,4,99.18,0
59926,99.14,4,99.13,0
59975,99.32,4,99.19,0
60024,99.32,4,99.2,0
60073,99.72,4,99.32,0
60122,99.9,4,99.48,0
60171,100.34,4,99.72,0
60224,100.34,4,99.93,0
60277,100.45,4,100.15,0
60328,101.33,4,100.47,0
60377,101.33,4,100.76,0
60427,100.52,4,100.8,0
60477,100.63,4,100.85,0
60526,101.07,4,100.98,0
60575,101.07,4,100.93,0
60625,101.18,4,100.9,0
60674,101.77,4,101.15,0
60723,101.77,4,101.37,0
60773,101.25,4,101.41,0
60823,102.06,4,101.6,0
60872,102.35,4,101.84,0
60921,102.35,4,101.95,0
60973,102.64,4,102.13,0
61022,103.22,4,102.52,0
61073,103.22,4,102.75,0
61122,103.51,4,102.99,0
61171,103,4,103.12,0
61220,103.8,4,103.35,0
61270,103.8,4,103.46,0
61319,103.68,4,103.56,0
61369,103.72,4,103.6,0
61419,103.72,4,103.74,0
61468,104.3,4,103.85,0
61517,104.38,4,103.96,0
61566,104.16,4,104.06,0
61616,104.16,4,104.14,0
61669,105.03,4,104.41,0
61718,104.99,4,104.54,0
61771,104.56,4,104.58,0
61822,104.56,4,104.66,0
61871,105.21,4,104.87,0
61921,104.92,4,104.85,0
61971,104.92,4,104.83,0
62020,105.94,4,105.11,0
62069,105.1,4,105.22,0
62118,105.39,4,105.26,0
62168,105.39,4,105.35,0
62217,105.94,4,105.55,0
62267,106.23,4,105.61,0
62316,106.23,4,105.84,0
62368,106.6,4,106.08,0
62418,106.45,4,106.29,0
62467,107.18,4,106.54,0
62516,107.18,4,106.73,0
62567,107.07,4,106.9,0
62616,107.18,4,107.01,0
62665,107.18,4,107.16,0
62714,106.77,4,107.08,0
62764,107.94,4,107.23,0
62813,107.72,4,107.36,0
62863,107.72,4,107.47,0
62912,108.37,4,107.7,0
62962,108.85,4,108.12,0
63011,108.85,4,108.3,0
63060,108.51,4,108.46,0
63112,108.73,4,108.66,0
63163,108.99,4,108.78,0
63212,108.99,4,108.81,0
63280,108.95,4,108.83,0
63345,108.66,4,108.86,0
63394,108.98,4,108.91,0
63444,109.16,4,108.95,0
63493,109.16,4,108.98,0
63542,108.8,4,108.95,0
63592,109.02,4,109.02,0
63642,109.02,4,109.03,0
63691,107.96,4,108.79,0
63740,108.69,4,108.69,0
63790,109.38,4,108.81,0
63841,109.38,4,108.88,0
63892,108.54,4,108.79,0
63941,108.72,4,108.94,0
63990,108.72,4,108.95,0
64039,109.42,4,108.96,0
64088,109.45,4,108.97,0
64137,108.76,4,109.01,0
64187,108.76,4,109.02,0
64237,109.09,4,109.09,0
64286,108.8,4,108.97,0
64335,108.8,4,108.84,0
64384,109.05,4,108.9,0
64433,108.87,4,108.92,0
64483,108.97,4,108.9,0
64532,108.97,4,108.93,0
64584,109.08,4,108.99,0
64633,109.22,4,109.02,0
64682,109.22,4,109.09,0
64732,109.69,4,109.24,0
64782,109.69,4,109.38,0
64836,109.51,4,109.47,0
64886,109.51,4,109.52,0
64935,109.69,4,109.62,0
64984,109.51,4,109.58,0
65033,109.61,4,109.56,0
65083,109.61,4,109.58,0
65132,109.65,4,109.61,0
65182,109.64,4,109.6,0
65231,109.64,4,109.63,0
65283,109.42,4,109.59,0
65332,108.98,4,109.47,0
65382,108.98,4,109.33,0
65431,108.98,4,109.2,0
65481,108.76,4,109.03,0
65530,109.24,4,108.99,0
65579,109.24,4,109.04,0
65628,108.94,4,109.03,0
65679,109.71,4,109.18,0
65728,109.24,4,109.27,0
65777,109.24,4,109.27,0
65827,109.24,4,109.27,0
65876,108.94,4,109.27,0
65925,108.94,4,109.12,0
65978,108.29,4,108.93,0
66027,109.09,4,108.9,0
66077,108.4,4,108.73,0
66126,108.4,4,108.62,0
66175,109.02,4,108.64,0
66224,108.29,4,108.64,0
66275,108.29,4,108.48,0
66329,108.25,4,108.45,0
66379,108.58,4,108.48,0
66428,108.61,4,108.4,0
66477,108.61,4,108.46,0
66527,108.83,4,108.57,0
66577,110.07,4,108.94,0
66626,110.07,4,109.23,0
66675,109.41,4,109.4,0
66727,109.22,4,109.52,0
66777,109.62,4,109.68,0
66826,109.62,4,109.59,0
66876,109.99,4,109.57,0
66925,109.44,4,109.58,0
66975,109.44,4,109.62,0
67024,108.27,4,109.35,0
67073,109.84,4,109.4,0
67123,109.47,4,109.29,0
67173,109.47,4,109.3,0
67222,108.67,4,109.14,0
67271,109.18,4,109.33,0
67321,109.18,4,109.2,0
67370,108.96,4,109.09,0
67422,108.85,4,108.97,0
67472,109.1,4,109.05,0
67521,109.1,4,109.04,0
67571,109.61,4,109.12,0
67620,109.58,4,109.25,0
67669,109.58,4,109.39,0
67718,110.01,4,109.58,0
67769,109.36,4,109.63,0
67823,108.33,4,109.37,0
67873,108.33,4,109.12,0
67922,108.74,4,108.95,0
67971,108.67,4,108.69,0
68020,108.34,4,108.48,0
68071,108.34,4,108.48,0
68120,108.74,4,108.56,0
68172,109.14,4,108.64,0
68221,109.14,4,108.74,0
68270,108.41,4,108.75,0
68320,108.59,4,108.8,0
68370,108.51,4,108.76,0
68419,108.51,4,108.63,0
68469,109.97,4,108.8,0
68518,109.06,4,108.93,0
68567,109.06,4,109.02,0
68616,109.6,4,109.24,0
68667,109.16,4,109.37,0
68716,109.16,4,109.21,0
68765,109.16,4,109.23,0
68815,108.87,4,109.19,0
68866,109.01,4,109.07,0
68916,109.01,4,109.04,0
68966,109.12,4,109.03,0
69015,109.15,4,109.03,0
69065,108.9,4,109.04,0
69114,108.9,4,109.02,0
69163,108.49,4,108.91,0
69212,107.73,4,108.63,0
69263,107.73,4,108.35,0
69317,108.38,4,108.25,0
69367,109.07,4,108.28,0
69416,108.2,4,108.22,0
69465,108.2,4,108.32,0
69515,107.64,4,108.3,0
69565,107.94,4,108.21,0
69617,108.63,4,108.12,0
69666,108.63,4,108.21,0
69715,108.09,4,108.19,0
69764,107.68,4,108.2,0
69813,107.68,4,108.14,0
69863,107.98,4,108.01,0
69913,108.67,4,108.02,0
69962,108.67,4,108.14,0
70011,108.27,4,108.26,0
70060,108.45,4,108.41,0
70109,108.22,4,108.46,0
70159,108.22,4,108.37,0
70208,108.01,4,108.23,0
70258,108.81,4,108.34,0
70310,108.81,4,108.41,0
70359,108.48,4,108.46,0
70408,108.92,4,108.6,0
70458,108.98,4,108.8,0
70507,108.98,4,108.83,0
70556,108.62,4,108.8,0
70605,109.42,4,108.99,0
70655,109.42,4,109.09,0
70704,108.69,4,109.03,0
70753,108.58,4,108.95,0
70803,108.25,4,108.87,0
70858,108.25,4,108.64,0
70907,108.28,4,108.41,0
70956,108.58,4,108.39,0
71008,107.95,4,108.26,0
71058,107.95,4,108.2,0
71108,108.03,4,108.16,0
71157,107.19,4,107.94,0
71206,107.19,4,107.66,0
71255,108.14,4,107.7,0
71305,108.06,4,107.72,0
71355,108.28,4,107.77,0
71404,108.28,4,107.99,0
71453,107.4,4,108.03,0
71503,107.22,4,107.85,0
71552,107.22,4,107.68,0
71601,107.44,4,107.51,0
71652,107.18,4,107.29,0
71701,106.6,4,107.13,0
71753,106.6,4,107.01,0
71802,106.92,4,106.95,0
71851,107.07,4,106.87,0
71901,107.07,4,106.85,0
71951,107.03,4,106.94,0
72000,107.33,4,107.08,0
72049,106.45,4,106.99,0
72099,106.45,4,106.86,0
72148,106.92,4,106.83,0
72197,107.14,4,106.85,0
72247,107.14,4,106.82,0
72297,107.57,4,107.04,0
72352,107.09,4,107.17,0
72401,107.2,4,107.23,0
72453,107.2,4,107.24,0
72502,106.98,4,107.21,0
72552,107.02,4,107.1,0
72602,107.02,4,107.09,0
72651,107.09,4,107.06,0
72700,107.2,4,107.06,0
72749,107.45,4,107.16,0
72799,107.45,4,107.24,0
72849,106.57,4,107.15,0
72898,107.42,4,107.22,0
72947,107.42,4,107.26,0
72997,106.39,4,107.05,0
73046,106.79,4,106.92,0
73095,106.83,4,106.97,0
73146,106.83,4,106.85,0
73197,106.83,4,106.73,0
73247,107.34,4,106.92,0
73296,106.9,4,106.95,0
73345,106.9,4,106.96,0
73395,107.48,4,107.09,0
73445,106.9,4,107.11,0
73494,106.9,4,107.02,0
73543,106.68,4,106.97,0
73592,107.3,4,107.05,0
73642,107.3,4,107.02,0
73691,106.9,4,107.02,0
73740,106.64,4,106.96,0
73790,107.3,4,107.09,0
73845,107.3,4,107.09,0
73897,107.58,4,107.14,0
73947,107.29,4,107.22,0
73996,106.89,4,107.27,0
74046,106.89,4,107.19,0
74095,107.4,4,107.21,0
74145,106.56,4,107.01,0
74194,106.56,4,106.86,0
74243,107.03,4,106.89,0
74292,107.58,4,107.03,0
74343,107.73,4,107.09,0
74392,107.73,4,107.33,0
74441,106.78,4,107.37,0
74491,106.81,4,107.32,0
74540,106.81,4,107.17,0
74589,107.32,4,107.09,0
74642,107.95,4,107.14,0
74691,107.15,4,107.21,0
74741,107.15,4,107.28,0
74790,107.37,4,107.39,0
74839,107.3,4,107.38,0
74889,107.3,4,107.25,0
74939,107.73,4,107.37,0
74988,107.48,4,107.43,0
75037,107,4,107.36,0
75087,107,4,107.3,0
75136,107.77,4,107.39,0
75185,106.92,4,107.23,0
75235,106.92,4,107.12,0
75285,107.77,4,107.28,0
75342,107.48,4,107.37,0
75391,107.11,4,107.24,0
75441,107.11,4,107.28,0
75491,108.27,4,107.55,0
75540,106.67,4,107.33,0
75589,107.29,4,107.29,0
75638,107.29,4,107.33,0
75687,107.94,4,107.49,0
75736,107.35,4,107.31,0
75786,107.35,4,107.44,0
75836,107.64,4,107.52,0
75885,107.9,4,107.64,0
75934,107.9,4,107.63,0
75983,108.12,4,107.78,0
76035,107.42,4,107.8,0
76084,107.75,4,107.82,0
76135,107.75,4,107.79,0
76184,107.24,4,107.65,0
76233,107.96,4,107.62,0
76282,107.31,4,107.6,0
76331,107.38,4,107.52,0
76381,107.09,4,107.39,0
76431,107.78,4,107.5,0
76480,107.78,4,107.47,0
76529,107.34,4,107.47,0
76578,106.94,4,107.38,0
76627,106.94,4,107.35,0
76677,107.41,4,107.28,0
76726,106.86,4,107.1,0
76778,106.75,4,106.98,0
76906,107.08,4,107.01,0
76956,107.01,4,107.02,0
77005,107.48,4,107.04,0
77054,106.86,4,107.04,0
77104,106.86,4,107.06,0
77153,107.22,4,107.09,0
77203,106.9,4,107.07,0
77252,106.9,4,106.95,0
77302,106.79,4,106.93,0
77351,106.93,4,106.95,0
77400,107.51,4,107.01,0
77449,107.51,4,107.13,0
77500,107.15,4,107.18,0
77552,107,4,107.22,0
77601,107,4,107.23,0
77650,107.65,4,107.26,0
77699,107.36,4,107.23,0
77749,107.5,4,107.3,0
77799,107.5,4,107.4,0
77848,107.76,4,107.55,0
77898,107.42,4,107.51,0
77947,107.42,4,107.52,0
77996,108.26,4,107.67,0
78045,107.82,4,107.74,0
78096,107.86,4,107.76,0
78145,107.86,4,107.84,0
78194,107.78,4,107.92,0
78243,107.64,4,107.79,0
78295,107.64,4,107.75,0
78345,107.38,4,107.66,0
78400,107.93,4,107.67,0
78450,107.63,4,107.64,0
78499,107.63,4,107.64,0
78548,106.97,4,107.51,0
78598,107.49,4,107.53,0
78647,106.79,4,107.3,0
78697,106.79,4,107.14,0
78746,107.08,4,107.03,0
78796,107.12,4,107.05,0
78845,107.12,4,106.98,0
78894,107.08,4,107.04,0
78943,106.54,4,106.99,0
78996,106.94,4,106.96,0
79046,106.94,4,106.92,0
79095,107.08,4,106.92,0
79144,106.83,4,106.87,0
79193,106.83,4,106.92,0
79243,106.28,4,106.79,0
79293,106.79,4,106.76,0
79342,106.9,4,106.73,0
79392,106.9,4,106.74,0
79441,106.86,4,106.75,0
79490,106.86,4,106.86,0
79539,106.86,4,106.88,0
79590,107.66,4,107.03,0
79639,107.92,4,107.23,0
79688,107.88,4,107.44,0
79740,107.88,4,107.64,0
79789,107.69,4,107.81,0
79839,108.46,4,107.97,0
79894,107.8,4,107.94,0
79944,107.87,4,107.94,0
79993,107.62,4,107.89,0
80042,107.47,4,107.85,0
80092,107.47,4,107.65,0
80142,108.13,4,107.71,0
80191,107.47,4,107.63,0
80240,107.47,4,107.6,0
80290,107.51,4,107.61,0
80339,106.99,4,107.52,0
80388,106.63,4,107.22,0
80441,106.63,4,107.05,0
80491,107.25,4,107,0
80540,106.96,4,106.89,0
80589,107.18,4,106.93,0
80638,107.28,4,107.06,0
80688,107.14,4,107.16,0
80737,107.32,4,107.18,0
80787,107.32,4,107.25,0
80837,106.45,4,107.1,0
80886,106.15,4,106.88,0
80935,106.15,4,106.68,0
80984,106.41,4,106.5,0
81034,107.03,4,106.44,0
81084,106.74,4,106.5,0
81133,106.74,4,106.61,0
81185,106.77,4,106.74,0
81234,107.39,4,106.94,0
81283,106.8,4,106.89,0
81332,106.8,4,106.9,0
81388,107.46,4,107.05,0
81437,107.53,4,107.2,0
81486,107.53,4,107.23,0
81536,107.13,4,107.29,0
81585,107.6,4,107.45,0
81635,107.16,4,107.39,0
81684,107.16,4,107.32,0
81733,107.53,4,107.32,0
81782,107.6,4,107.41,0
81832,107.6,4,107.41,0
81883,107.71,4,107.52,0
81934,107.6,4,107.61,0
81983,107.42,4,107.59,0
82032,107.42,4,107.55,0
82081,107.89,4,107.61,0
82130,107.49,4,107.56,0
82179,107.49,4,107.54,0
82228,107.49,4,107.55,0
82307,107.16,4,107.5,0
82356,107.52,4,107.43,0
82406,107.05,4,107.34,0
82455,107.05,4,107.25,0
82504,106.97,4,107.15,0
82553,106.83,4,107.08,0
82605,106.79,4,106.94,0
82654,106.79,4,106.88,0
82705,106.68,4,106.81,0
82754,106.21,4,106.66,0
82803,106.21,4,106.54,0
82853,107.48,4,106.68,0
82902,105.99,4,106.51,0
82958,105.91,4,106.36,0
83007,105.91,4,106.3,0
83056,106.64,4,106.39,0
83105,107.11,4,106.31,0
83155,107.11,4,106.54,0
83204,107.26,4,106.81,0
83253,106.93,4,107.01,0
83304,107.76,4,107.24,0
83356,107.76,4,107.37,0
83405,108.02,4,107.55,0
83454,108.12,4,107.72,0
83503,108.12,4,107.96,0
83553,107.64,4,107.93,0
83603,107.68,4,107.92,0
83652,107.43,4,107.8,0
83701,107.43,4,107.66,0
83751,106.26,4,107.29,0
83800,107.02,4,107.16,0
83849,107.02,4,107.03,0
83900,107.68,4,107.08,0
83949,106.69,4,106.94,0
83998,106.51,4,106.99,0
84050,106.51,4,106.88,0
84099,107.97,4,107.07,0
84149,106.36,4,106.81,0
84199,106.36,4,106.74,0
84248,106.98,4,106.84,0
84297,107.02,4,106.94,0
84347,106.58,4,106.66,0
84396,106.58,4,106.7,0
84452,106.25,4,106.68,0
84501,106.43,4,106.57,0
84550,106.22,4,106.41,0
84599,106.22,4,106.34,0
84649,106.51,4,106.33,0
84698,106.15,4,106.31,0
84747,106.15,4,106.25,0
84800,106,4,106.2,0
84849,106.69,4,106.3,0
84899,107.35,4,106.47,0
84948,107.35,4,106.71,0
84997,107.64,4,107,0
85046,106.76,4,107.16,0
85097,106.76,4,107.17,0
85146,107.45,4,107.19,0
85195,107.27,4,107.18,0
85244,106.57,4,106.96,0
85294,106.57,4,106.93,0
85343,107.59,4,107.09,0
85393,108.14,4,107.23,0
85443,108.14,4,107.4,0
85495,107.37,4,107.56,0
85544,106.68,4,107.58,0
85593,107.26,4,107.52,0
85642,107.26,4,107.34,0
85693,107.41,4,107.2,0
85742,107.52,4,107.22,0
85791,107.52,4,107.39,0
85841,106.89,4,107.32,0
85890,106.46,4,107.16,0
85946,107.44,4,107.16,0
85995,107.44,4,107.15,0
86044,107.08,4,107.06,0
86094,106.35,4,106.95,0
86143,106.35,4,106.93,0
86195,107.11,4,106.87,0
86245,107.3,4,106.84,0
86294,106.2,4,106.66,0
86344,106.2,4,106.63,0
86393,106.57,4,106.68,0
86442,106.9,4,106.63,0
86492,106.39,4,106.45,0
86542,106.39,4,106.49,0
86591,106.61,4,106.57,0
86640,107.52,4,106.76,0
86690,107.52,4,106.89,0
86739,106.46,4,106.9,0
86788,106.57,4,106.94,0
86837,106.57,4,106.93,0
86888,107.08,4,106.84,0
86940,106.97,4,106.73,0
86989,107.7,4,106.98,0
87038,107.7,4,107.21,0
87087,107.66,4,107.42,0
87136,107.77,4,107.56,0
87186,107.22,4,107.61,0
87235,107.29,4,107.53,0
87285,107.3,4,107.45,0
87334,107.44,4,107.41,0
87383,107.44,4,107.34,0
87438,106.64,4,107.22,0
87488,106.71,4,107.11,0
87537,106.97,4,107.04,0
87586,106.97,4,106.94,0
87638,107.33,4,106.92,0
87687,107.15,4,107.02,0
87737,107.15,4,107.11,0
87786,106.2,4,106.96,0
87835,106.42,4,106.85,0
87885,106.46,4,106.67,0
87934,106.46,4,106.54,0
87983,107.11,4,106.53,0
88032,106.86,4,106.66,0
88082,106.86,4,106.75,0
88131,106.67,4,106.79,0
88180,106.82,4,106.86,0
88230,106.71,4,106.78,0
88279,106.71,4,106.75,0
88328,106.86,4,106.75,0
88381,105.76,4,106.57,0
88430,105.76,4,106.36,0
88479,106.49,4,106.32,0
88529,107.32,4,106.44,0
88578,106.48,4,106.36,0
88627,106.48,4,106.51,0
88677,107.1,4,106.77,0
88727,107.1,4,106.9,0
88776,107.1,4,106.85,0
88825,106.98,4,106.95,0
88874,107.38,4,107.13,0
88929,107.52,4,107.22,0
88980,107.52,4,107.3,0
89029,107.2,4,107.32,0
89081,107.6,4,107.44,0
89130,106.97,4,107.36,0
89179,106.97,4,107.25,0
89230,107.27,4,107.2,0
89279,107.05,4,107.17,0
89328,107.05,4,107.06,0
89378,107.08,4,107.08,0
89427,106.86,4,107.06,0
89476,106.86,4,106.98,0
89525,107.4,4,107.05,0
89576,107.08,4,107.06,0
89625,106.56,4,106.95,0
89674,106.56,4,106.89,0
89723,106.49,4,106.82,0
89773,106.86,4,106.71,0
89825,106.38,4,106.57,0
89875,106.38,4,106.53,0
89924,106.89,4,106.6,0
89973,106.56,4,106.61,0
90023,106.56,4,106.55,0
90072,105.91,4,106.46,0
90121,106.31,4,106.45,0
90171,106.31,4,106.33,0
90221,106.01,4,106.22,0
90270,105.94,4,106.1,0
90319,106.01,4,106.12,0
90368,106.01,4,106.06,0
90423,106.38,4,106.07,0
